-1.025,0.135
-1.025,0.15
-1.025,0.165
-1.025,0.18
-1.025,0.195
-1.025,0.21
-1.025,0.225
-1.025,0.24
-1.01,-0.27
-1.01,-0.255
-1.01,-0.24
-1.01,-0.225
-1.01,-0.21
-1.01,-0.195
-1.01,-0.18
-1.01,-0.165
-1.01,-0.15
-1.01,-0.135
-1.01,-0.12
-1.01,-0.105
-1.01,-0.09
-1.01,-0.075
-1.01,-0.06
-1.01,-0.045
-1.01,-0.03
-1.01,-0.015
-1.01,0
-1.01,0.015
-1.01,0.03
-1.01,0.045
-1.01,0.06
-1.01,0.075
-1.01,0.09
-1.01,0.105
-1.01,0.12
-1.01,0.135
-1.01,0.15
-1.01,0.165
-1.01,0.18
-1.01,0.195
-1.01,0.21
-1.01,0.225
-1.01,0.24
-1.01,0.255
-1.01,0.27
-0.995,-0.285
-0.995,-0.27
-0.995,-0.255
-0.995,-0.24
-0.995,-0.225
-0.995,-0.21
-0.995,-0.195
-0.995,-0.18
-0.995,-0.165
-0.995,-0.15
-0.995,-0.135
-0.995,-0.12
-0.995,-0.105
-0.995,-0.09
-0.995,-0.075
-0.995,-0.06
-0.995,-0.045
-0.995,-0.03
-0.995,-0.015
-0.995,0
-0.995,0.015
-0.995,0.03
-0.995,0.045
-0.995,0.06
-0.995,0.075
-0.995,0.09
-0.995,0.105
-0.995,0.12
-0.995,0.135
-0.995,0.15
-0.995,0.165
-0.995,0.18
-0.995,0.195
-0.995,0.21
-0.995,0.225
-0.995,0.24
-0.995,0.255
-0.995,0.27
-0.995,0.285
-0.98,-0.24
-0.98,-0.225
-0.98,-0.21
-0.98,-0.195
-0.98,-0.18
-0.98,-0.165
-0.98,-0.15
-0.98,-0.135
-0.98,-0.12
-0.98,-0.105
-0.98,-0.09
-0.98,-0.075
-0.98,-0.06
-0.98,-0.045
-0.98,-0.03
-0.98,-0.015
-0.98,0
-0.98,0.015
-0.98,0.03
-0.98,0.045
-0.98,0.06
-0.98,0.075
-0.98,0.09
-0.98,0.105
-0.98,0.12
-0.98,0.135
-0.98,0.15
-0.98,0.165
-0.98,0.18
-0.98,0.195
-0.98,0.21
-0.98,0.225
-0.98,0.24
-0.965,-0.24
-0.965,-0.225
-0.965,-0.21
-0.965,-0.195
-0.965,-0.18
-0.965,-0.165
-0.965,-0.15
-0.965,-0.135
-0.965,-0.12
-0.965,-0.105
-0.965,-0.09
-0.965,-0.075
-0.965,-0.06
-0.965,-0.045
-0.965,-0.03
-0.965,-0.015
-0.965,0
-0.965,0.015
-0.965,0.03
-0.965,0.045
-0.965,0.06
-0.965,0.075
-0.965,0.09
-0.965,0.105
-0.965,0.12
-0.965,0.135
-0.965,0.15
-0.965,0.165
-0.965,0.18
